Time(sec) Thrust(N) Mass(kg) Altitude(m) Velocity(m/s) Acceleration(m/s^2) AtmosphericDensity(kg/m^3) Pressure(Pa) Temperature(K) CD(-) Fdrag(N) g(m/s^2) DynamicPressure(Pa) MachNumber(-) OrbitalAccelerationBalance(m/s^2) dMass(kg) Altitude(km)
65.1 3.69618e+07 640568 35210.7 1457.92 47.9236 0.00976161 691.098 246.949 0.165965 -55738.4 9.69098 10374.3 4.62835 -9.33336 1585.7 35.2107 
65.2 3.69618e+07 638982 35356.7 1462.71 48.0686 0.00955301 677.438 247.353 0.165537 -54764.9 9.69054 10219.5 4.63976 -9.33075 1585.7 35.3567 
65.3 3.69618e+07 637396 35503.2 1467.52 48.2142 0.00934855 664.026 247.759 0.16511 -53806.5 9.6901 10066.6 4.6512 -9.32811 1585.7 35.5032 
65.4 3.69618e+07 635811 35650.2 1472.34 48.3606 0.00914815 650.86 248.166 0.164685 -52863.2 9.68965 9915.65 4.66265 -9.32547 1585.7 35.6502 
65.5 3.69618e+07 634225 35797.7 1477.18 48.5076 0.00895174 637.933 248.574 0.164261 -51934.6 9.68921 9766.6 4.67412 -9.32281 1585.7 35.7977 
65.6 3.69618e+07 632639 35945.6 1482.03 48.6554 0.00875924 625.244 248.984 0.163839 -51020.7 9.68876 9619.45 4.68561 -9.32013 1585.7 35.9456 
65.7 3.69618e+07 631053 36094.1 1486.89 48.8039 0.00857059 612.788 249.395 0.163419 -50121.2 9.68831 9474.17 4.69712 -9.31744 1585.7 36.0941 
65.8 3.69618e+07 629468 36243 1491.78 48.9531 0.00838571 600.56 249.807 0.163 -49235.9 9.68786 9330.75 4.70865 -9.31473 1585.7 36.243 
65.9 3.69618e+07 627882 36392.4 1496.67 49.103 0.00820454 588.558 250.221 0.162582 -48364.7 9.68741 9189.17 4.72019 -9.312 1585.7 36.3924 
66 3.69618e+07 626296 36542.4 1501.58 49.2537 0.008027 576.778 250.636 0.162166 -47507.3 9.68696 9049.42 4.73176 -9.30926 1585.7 36.5424 
66.1 3.69618e+07 624711 36692.8 1506.51 49.4051 0.00785304 565.215 251.052 0.161752 -46663.5 9.6865 8911.47 4.74334 -9.30651 1585.7 36.6928 
66.2 3.69618e+07 623125 36843.7 1511.45 49.5572 0.00768258 553.866 251.47 0.161339 -45833.3 9.68605 8775.32 4.75494 -9.30374 1585.7 36.8437 
66.3 3.69618e+07 621539 36995.1 1516.4 49.7102 0.00751557 542.728 251.889 0.160928 -45016.3 9.68559 8640.93 4.76656 -9.30095 1585.7 36.9951 
66.4 3.69618e+07 619954 37146.9 1521.37 49.8638 0.00735193 531.798 252.309 0.160518 -44212.4 9.68513 8508.3 4.7782 -9.29815 1585.7 37.1469 
66.5 3.69618e+07 618368 37299.3 1526.36 50.0183 0.00719161 521.07 252.731 0.160109 -43421.4 9.68467 8377.41 4.78986 -9.29533 1585.7 37.2993 
66.6 3.69618e+07 616782 37452.2 1531.36 50.1735 0.00703454 510.543 253.154 0.159702 -42643.2 9.68421 8248.24 4.80154 -9.29249 1585.7 37.4522 
66.7 3.69618e+07 615196 37605.6 1536.38 50.3295 0.00688067 500.213 253.578 0.159296 -41877.6 9.68375 8120.78 4.81324 -9.28963 1585.7 37.6056 
66.8 3.69618e+07 613611 37759.5 1541.41 50.4863 0.00672994 490.077 254.004 0.158892 -41124.3 9.68328 7995 4.82495 -9.28676 1585.7 37.7595 
66.9 3.69618e+07 612025 37913.9 1546.46 50.6438 0.00658228 480.13 254.432 0.158489 -40383.3 9.68282 7870.89 4.83669 -9.28388 1585.7 37.9139 
67 3.69618e+07 610439 38068.8 1551.52 50.8022 0.00643764 470.371 254.86 0.158088 -39654.3 9.68235 7748.44 4.84845 -9.28097 1585.7 38.0688 
67.1 3.69618e+07 608854 38224.2 1556.61 50.9614 0.00629596 460.796 255.29 0.157688 -38937.3 9.68188 7627.62 4.86023 -9.27805 1585.7 38.2242 
67.2 3.69618e+07 607268 38380.1 1561.7 51.1214 0.0061572 451.401 255.721 0.157289 -38231.9 9.68141 7508.43 4.87202 -9.27512 1585.7 38.3801 
67.3 3.69618e+07 605682 38536.5 1566.81 51.2822 0.00602128 442.184 256.154 0.156892 -37538.1 9.68094 7390.84 4.88384 -9.27216 1585.7 38.5365 
67.4 3.69618e+07 604097 38693.5 1571.94 51.4438 0.00588817 433.141 256.588 0.156496 -36855.7 9.68046 7274.83 4.89568 -9.26919 1585.7 38.6935 
67.5 3.69618e+07 602511 38850.9 1577.09 51.6062 0.0057578 424.27 257.024 0.156101 -36184.5 9.67999 7160.4 4.90754 -9.2662 1585.7 38.8509 
67.6 3.69618e+07 600925 39008.9 1582.25 51.7695 0.00563012 415.567 257.461 0.155708 -35524.3 9.67951 7047.52 4.91942 -9.26319 1585.7 39.0089 
67.7 3.69618e+07 599339 39167.4 1587.42 51.9337 0.00550509 407.03 257.899 0.155316 -34875.1 9.67903 6936.18 4.93132 -9.26016 1585.7 39.1674 
67.8 3.69618e+07 597754 39326.4 1592.62 52.0987 0.00538266 398.656 258.339 0.154926 -34236.6 9.67855 6826.36 4.94324 -9.25712 1585.7 39.3264 
67.9 3.69618e+07 596168 39485.9 1597.83 52.2645 0.00526276 390.442 258.78 0.154536 -33608.8 9.67807 6718.05 4.95518 -9.25406 1585.7 39.4859 
68 3.69618e+07 594582 39645.9 1603.05 52.4312 0.00514537 382.386 259.223 0.154149 -32991.4 9.67759 6611.23 4.96714 -9.25098 1585.7 39.6459 
68.1 3.69618e+07 592997 39806.5 1608.3 52.5988 0.00503042 374.483 259.667 0.153762 -32384.2 9.67711 6505.88 4.97912 -9.24788 1585.7 39.8065 
68.2 3.69618e+07 591411 39967.6 1613.56 52.7673 0.00491787 366.733 260.112 0.153377 -31787.2 9.67662 6401.99 4.99113 -9.24477 1585.7 39.9676 
68.3 3.69618e+07 589825 40129.2 1618.83 52.9367 0.00480767 359.131 260.559 0.152993 -31200.2 9.67613 6299.54 5.00315 -9.24163 1585.7 40.1292 
68.4 3.69618e+07 588240 40291.4 1624.13 53.1069 0.00469979 351.677 261.008 0.15261 -30623.1 9.67564 6198.52 5.0152 -9.23848 1585.7 40.2914 
68.5 3.69618e+07 586654 40454 1629.44 53.2781 0.00459417 344.366 261.457 0.152228 -30055.7 9.67515 6098.91 5.02727 -9.23531 1585.7 40.454 
68.6 3.69618e+07 585068 40617.3 1634.77 53.4501 0.00449077 337.196 261.909 0.151848 -29497.8 9.67466 6000.7 5.03936 -9.23212 1585.7 40.6173 
68.7 3.69618e+07 583482 40781 1640.11 53.6231 0.00438955 330.166 262.361 0.151469 -28949.4 9.67417 5903.86 5.05147 -9.22891 1585.7 40.781 
68.8 3.69618e+07 581897 40945.3 1645.47 53.797 0.00429047 323.272 262.815 0.151091 -28410.2 9.67367 5808.39 5.06361 -9.22568 1585.7 40.9453 
68.9 3.69618e+07 580311 41110.1 1650.85 53.9719 0.00419348 316.512 263.271 0.150715 -27880.2 9.67318 5714.27 5.07577 -9.22243 1585.7 41.1101 
69 3.69618e+07 578725 41275.5 1656.25 54.1477 0.00409854 309.883 263.728 0.15034 -27359.2 9.67268 5621.49 5.08795 -9.21916 1585.7 41.2755 
69.1 3.69618e+07 577140 41441.3 1661.66 54.3244 0.00400562 303.384 264.187 0.149965 -26847 9.67218 5530.02 5.10015 -9.21587 1585.7 41.4413 
69.2 3.69618e+07 575554 41607.8 1667.1 54.5021 0.00391468 297.012 264.647 0.149593 -26343.6 9.67168 5439.86 5.11237 -9.21257 1585.7 41.6078 
69.3 3.69618e+07 573968 41774.8 1672.55 54.6807 0.00382566 290.765 265.108 0.149221 -25848.9 9.67117 5350.98 5.12462 -9.20924 1585.7 41.7748 
69.4 3.69618e+07 572383 41942.3 1678.01 54.8604 0.00373855 284.64 265.571 0.14885 -25362.6 9.67067 5263.38 5.13689 -9.20589 1585.7 41.9423 
69.5 3.69618e+07 570797 42110.4 1683.5 55.041 0.0036533 278.636 266.036 0.148481 -24884.6 9.67016 5177.04 5.14918 -9.20252 1585.7 42.1104 
69.6 3.69618e+07 569211 42279 1689.01 55.2226 0.00356987 272.749 266.502 0.148113 -24414.9 9.66965 5091.95 5.1615 -9.19914 1585.7 42.279 
69.7 3.69618e+07 567625 42448.2 1694.53 55.4052 0.00348822 266.979 266.969 0.147746 -23953.3 9.66914 5008.08 5.17384 -9.19573 1585.7 42.4482 
69.8 3.69618e+07 566040 42617.9 1700.07 55.5888 0.00340833 261.323 267.438 0.14738 -23499.7 9.66863 4925.43 5.18621 -9.1923 1585.7 42.6179 
69.9 3.69618e+07 564454 42788.2 1705.63 55.7734 0.00333016 255.778 267.909 0.147015 -23053.9 9.66812 4843.99 5.19859 -9.18885 1585.7 42.7882 
70 3.69618e+07 562868 42959 1711.2 55.9591 0.00325367 250.344 268.381 0.146652 -22615.9 9.66761 4763.73 5.211 -9.18538 1585.7 42.959 
70.1 3.69618e+07 561283 43130.4 1716.8 56.1458 0.00317883 245.017 268.854 0.146289 -22185.4 9.66709 4684.64 5.22344 -9.18189 1585.7 43.1304 
70.2 3.69618e+07 559697 43302.4 1722.41 56.3335 0.00310561 239.796 269.329 0.145928 -21762.5 9.66657 4606.72 5.2359 -9.17838 1585.7 43.3024 
70.3 3.69618e+07 558111 43474.9 1728.05 56.5223 0.00303397 234.679 269.806 0.145568 -21347 9.66605 4529.94 5.24838 -9.17484 1585.7 43.4749 
70.4 3.69618e+07 556526 43648 1733.7 56.7121 0.00296388 229.664 270.284 0.145209 -20938.7 9.66553 4454.29 5.26089 -9.17129 1585.7 43.648 
70.5 3.69618e+07 554940 43821.7 1739.37 56.903 0.00289532 224.749 270.763 0.144851 -20537.6 9.66501 4379.76 5.27342 -9.16771 1585.7 43.8217 
70.6 3.69618e+07 553354 43995.9 1745.06 57.095 0.00282824 219.933 271.245 0.144494 -20143.6 9.66449 4306.34 5.28598 -9.16411 1585.7 43.9959 
70.7 3.69618e+07 551768 44170.7 1750.77 57.2881 0.00276263 215.213 271.727 0.144138 -19756.5 9.66396 4234.01 5.29856 -9.16049 1585.7 44.1707 
70.8 3.69618e+07 550183 44346 1756.5 57.4823 0.00269845 210.587 272.212 0.143783 -19376.2 9.66343 4162.75 5.31117 -9.15685 1585.7 44.346 
70.9 3.69618e+07 548597 44522 1762.25 57.6776 0.00263567 206.055 272.697 0.14343 -19002.6 9.6629 4092.56 5.3238 -9.15318 1585.7 44.522 
71 3.69618e+07 547011 44698.5 1768.02 57.874 0.00257426 201.614 273.185 0.143077 -18635.6 9.66237 4023.42 5.33646 -9.14949 1585.7 44.6985 
71.1 3.69618e+07 545426 44875.6 1773.8 58.0715 0.0025142 197.263 273.674 0.142726 -18275.2 9.66184 3955.32 5.34914 -9.14578 1585.7 44.8756 
71.2 3.69618e+07 543840 45053.2 1779.61 58.2702 0.00245546 193 274.164 0.142375 -17921.2 9.6613 3888.24 5.36185 -9.14205 1585.7 45.0532 
71.3 3.69618e+07 542254 45231.5 1785.44 58.4701 0.00239801 188.822 274.656 0.142026 -17573.4 9.66077 3822.18 5.37458 -9.13829 1585.7 45.2315 
71.4 3.69618e+07 540669 45410.3 1791.28 58.671 0.00234183 184.73 275.15 0.141677 -17231.9 9.66023 3757.12 5.38735 -9.13451 1585.7 45.4103 
71.5 3.69618e+07 539083 45589.8 1797.15 58.8732 0.00228689 180.72 275.645 0.14133 -16896.5 9.65969 3693.04 5.40013 -9.13071 1585.7 45.5898 
71.6 3.69618e+07 537497 45769.8 1803.04 59.0765 0.00223316 176.793 276.142 0.140983 -16567.1 9.65915 3629.94 5.41295 -9.12688 1585.7 45.7698 
71.7 3.69618e+07 535911 45950.4 1808.95 59.2811 0.00218062 172.945 276.641 0.140638 -16243.6 9.65861 3567.8 5.42579 -9.12303 1585.7 45.9504 
71.8 3.69618e+07 534326 46131.6 1814.87 59.4868 0.00212924 169.175 277.141 0.140294 -15925.9 9.65806 3506.61 5.43865 -9.11916 1585.7 46.1316 
71.9 3.69618e+07 532740 46313.3 1820.82 59.6937 0.002079 165.483 277.642 0.13995 -15614 9.65751 3446.36 5.45155 -9.11526 1585.7 46.3133 
72 3.69618e+07 531154 46495.7 1826.79 59.9019 0.00202989 161.866 278.146 0.139608 -15307.6 9.65697 3387.04 5.46447 -9.11134 1585.7 46.4957 
72.1 3.69618e+07 529569 46678.7 1832.78 60.1113 0.00198186 158.323 278.651 0.139266 -15006.9 9.65642 3328.63 5.47742 -9.10739 1585.7 46.6787 
72.2 3.69618e+07 527983 46862.3 1838.79 60.3219 0.00193491 154.854 279.157 0.138926 -14711.5 9.65586 3271.12 5.4904 -9.10342 1585.7 46.8623 
72.3 3.69618e+07 526397 47046.5 1844.83 60.5338 0.001889 151.455 279.666 0.138586 -14421.6 9.65531 3214.5 5.5034 -9.09942 1585.7 47.0465 
72.4 3.69618e+07 524812 47231.2 1850.88 60.747 0.00184413 148.126 280.175 0.138248 -14136.9 9.65475 3158.76 5.51643 -9.0954 1585.7 47.2312 
72.5 3.69618e+07 523226 47416.6 1856.95 60.9615 0.00180145 144.866 280.5 0.137863 -13861.8 9.6542 3105.95 5.53133 -9.09135 1585.7 47.4166 
72.6 3.69618e+07 521640 47602.6 1863.05 61.1772 0.00176168 141.668 280.5 0.137397 -13598.8 9.65364 3057.37 5.54949 -9.08728 1585.7 47.6026 
72.7 3.69618e+07 520054 47789.2 1869.17 61.3942 0.00172268 138.531 280.5 0.136932 -13339.9 9.65308 3009.33 5.56771 -9.08318 1585.7 47.7892 
72.8 3.69618e+07 518469 47976.5 1875.31 61.6126 0.00168441 135.454 280.5 0.136469 -13085 9.65252 2961.85 5.586 -9.07906 1585.7 47.9765 
